name,datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
El Circuito,2010-01-27,4.6,0.8,2.5,0.005,100,4.17,rain,0,0.2,Becoming cloudy in the afternoon with afternoon rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-01-28,10.8,-4,2.9,0,0,0,,0,0.2,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-01-29,11.7,-1.4,5.4,0,0,0,,0,0.2,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-01-30,10.5,1.7,6.5,0.014,100,4.17,rain,0,0.2,Partly cloudy throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-01-31,10.2,2.4,7.1,0,0,0,,0,0.2,Becoming cloudy in the afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-01,10.5,1.5,5.8,0.027,100,4.17,rain,0,0.2,Clear conditions throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-02,9.9,-2.8,2.8,0,0,0,,0,0.2,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-03,13.8,-2.5,4.6,0,0,0,,0,0.2,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-04,9.8,5.8,8,2.194,100,16.67,rain,0,0.2,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-05,12.2,7.1,9.6,1.045,100,8.33,rain,0,0.3,Partly cloudy throughout the day with rain in the morning and afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-06,13.8,5.4,9.2,0.009,100,4.17,rain,0,0.2,Partly cloudy throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-07,11.5,1.7,6.8,0,0,0,,0,0.2,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-08,11.2,5.7,7.9,6.283,100,20.83,rain,0,0.2,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-09,10.3,3.8,7.3,0.132,100,4.17,rain,0,0.3,Partly cloudy throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-10,7.3,-0.2,3.8,0.005,100,4.17,"rain,snow",0,0.3,Partly cloudy throughout the day with morning rain or snow.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-11,4.7,-1.2,1.9,0.01,100,8.33,"rain,snow",0,0.3,Partly cloudy throughout the day with rain or snow in the morning and afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-12,6.7,-2.4,1.9,0,0,0,,0,0.4,Becoming cloudy in the afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-13,5.5,-2.7,0.9,0,0,0,,0,0.4,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-14,5.6,-5.3,0.2,0,0,0,,0,0.1,Becoming cloudy in the afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-15,2.3,-1.4,0.9,72.074,100,16.67,"rain,snow",2.2,0,Partly cloudy throughout the day with rain or snow.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-16,5.9,2,3.9,24.501,100,29.17,rain,1.5,0.4,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-17,10.3,5.9,8,12.964,100,20.83,rain,0,1,Partly cloudy throughout the day with a chance of rain throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-18,8,1.8,5.6,0.969,100,8.33,"rain,snow",0,1.1,Partly cloudy throughout the day with rain or snow.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-19,8.2,3.8,5.8,0.102,100,12.5,rain,0,1.1,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-20,8.8,1.5,5.2,0.141,100,4.17,rain,0,1.1,Partly cloudy throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-21,6.1,1.7,3.9,6.574,100,20.83,"rain,snow",1.4,1.1,Partly cloudy throughout the day with rain or snow.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-22,12.1,6,8.6,8.718,100,25,rain,0,1.1,Partly cloudy throughout the day with a chance of rain throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-23,10.8,6.9,8.3,15.516,100,33.33,rain,0,1.4,Partly cloudy throughout the day with a chance of rain throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-24,12.7,7.6,10,4.279,100,8.33,rain,0,1.4,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-25,12.8,8.4,10.2,8.666,100,20.83,rain,0,1.2,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-26,10.6,4.3,8.5,0.249,100,4.17,rain,0,1.1,Partly cloudy throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-27,18.8,6.9,11.5,4.911,100,16.67,rain,0,1,Partly cloudy throughout the day with rain in the morning and afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-02-28,12.2,5.6,9.2,0,0,0,,0,0.8,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-01,12.5,5.5,8.8,1.789,100,12.5,rain,0,0.8,Partly cloudy throughout the day with rain clearing later.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-02,14.9,3.7,8.6,0,0,0,,0,0.8,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-03,13.1,6.5,8.9,8.783,100,25,rain,0,0.8,Partly cloudy throughout the day with a chance of rain throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-04,14.4,4.6,9.6,0.141,100,8.33,rain,0,0.9,Partly cloudy throughout the day with rain in the morning and afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-05,10,4.7,7.1,10.706,100,16.67,rain,0,1,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-06,5.2,1.7,3.5,29.58,100,20.83,"rain,snow",0.2,1.3,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-07,8.6,4.2,6.2,2.744,100,16.67,rain,0,1.4,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-08,4.8,0,2.5,0.326,100,4.17,"rain,snow",0,1.4,Clearing in the afternoon with morning rain or snow.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-09,9.8,-1.8,3.3,0,0,0,,0,1.4,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-10,7.8,-1.5,3,0,0,0,,0,1.3,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-11,7.8,-2.3,2.8,0,0,0,,0,1.3,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-12,6.1,1.9,3.9,0.035,100,8.33,rain,0,1.3,Partly cloudy throughout the day with rain in the morning and afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-13,9.7,-2.2,4.2,0,0,0,,0,1.3,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-14,13.6,1.3,6.8,0,0,0,,0,1.3,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-15,16.2,-1.1,7.2,0,0,0,,0,1.3,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-16,17.7,0.1,8.7,0,0,0,,0,1.2,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-17,18.3,3,10.7,0,0,0,,0,1.2,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-18,17.9,4.9,10.8,0,0,0,,0,1.1,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-19,15.7,6.8,11.3,0.358,100,8.33,rain,0,0.9,Partly cloudy throughout the day with afternoon rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-20,19,9.9,14,0.005,100,4.17,rain,0,0.7,Partly cloudy throughout the day with late afternoon rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-21,16.1,8.6,12.3,0.479,100,16.67,rain,0,0.5,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-22,19.2,6.4,12.9,0.051,100,4.17,rain,0,0.4,Partly cloudy throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-23,18.5,6.3,12.6,0,0,0,,0,0.3,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-24,18,8.9,13.1,2.974,100,12.5,rain,0,0.1,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-25,12.4,7.7,9.7,6.004,100,16.67,rain,0,0,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-26,12.2,4.7,8.5,0.615,100,4.17,rain,0,0.1,Partly cloudy throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-27,16.4,6.8,11.1,0.027,100,4.17,rain,0,0.1,Partly cloudy throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-28,18.9,4.9,11.8,0,0,0,,0,0,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-29,13.7,6.8,10.9,0.176,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-30,12.6,5.5,9.7,1.119,100,8.33,rain,0,0,Partly cloudy throughout the day with rain in the morning and afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-03-31,14.1,5,9.9,0,0,0,rain,0,0,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-01,13.5,4.9,9.4,0.008,100,4.17,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-02,15.5,2,9.2,0,0,0,,0,0,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-03,12.9,5.7,8.7,0.792,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-04,15.4,3.8,9.6,0.231,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-05,18.3,2.8,10.3,0,0,0,,0,0,Becoming cloudy in the afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-06,18.4,4.6,11.8,0,0,0,,0,0,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-07,16,10.1,13.3,0.008,100,4.17,rain,0,0,Clearing in the afternoon with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-08,19.4,3.9,11.3,0,0,0,,0,0,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-09,18.7,4.1,11.8,0,0,0,,0,0,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-10,20.9,5.8,13.8,0,0,0,,0,0,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-11,22.2,4.8,14,0,0,0,,0,0,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-12,19.3,8.8,13.6,0,0,0,,0,0,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-13,11.1,6,8.4,1.696,100,16.67,rain,0,0,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-14,12.1,7.8,9.7,14.051,100,29.17,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-15,15.5,8.3,10.9,14.744,100,20.83,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-16,17,10.1,12.7,0.674,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-17,15.6,9.3,11.3,7.853,100,25,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-18,14.5,9.2,11.7,4.184,100,12.5,rain,0,0,Partly cloudy throughout the day with rain in the morning and afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-19,18,7.8,12.6,0.111,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-20,21.3,7.7,14.7,0,0,0,,0,0,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-21,21.9,9.3,15.4,0.392,100,8.33,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-22,19.1,12.2,15.7,0.523,100,8.33,rain,0,0,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-23,19.1,10.7,15.4,2.303,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-24,22.5,8.6,15.7,0,0,0,,0,0,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-25,25.1,11.1,18.2,0.07,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-26,26.4,12,19.4,0,0,0,,0,0,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-27,27.6,11.8,20.3,0,0,0,,0,0,Clearing in the afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-28,27.3,13.2,20.7,0,0,0,,0,0,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-29,24.4,14.1,19.5,0,0,0,,0,0,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-04-30,23.1,9.8,17.5,0.005,100,4.17,rain,0,0,Becoming cloudy in the afternoon with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-05-01,21.4,12.4,16.9,0,0,0,,0,0,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-05-02,21.1,8.6,15.2,0,0,0,,0,0,Partly cloudy throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-05-03,14.6,7.2,11.2,0.071,100,8.33,rain,0,0,Partly cloudy throughout the day with rain in the morning and afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-05-04,12,5.2,8.2,0.125,100,8.33,rain,0,0,Partly cloudy throughout the day with rain in the morning and afternoon.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-05-05,14.7,4,9.7,0.005,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-05-06,17.7,2.4,10.1,0,0,0,,0,0,Clear conditions throughout the day.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-05-07,17.3,5.8,11.8,1.241,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
El Circuito,2010-05-08,15.7,6.8,11.5,1.333,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999",obs
