datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
2010-03-19,13.4,5.1,8.7,1.652,100,4.17,rain,0,0,Clear conditions throughout the day with early morning rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-03-20,16.7,4,10.9,0,0,0,,0,0,Becoming cloudy in the afternoon.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-03-21,13.8,5.2,10.9,10.259,100,16.67,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-03-22,13.3,2.7,8.2,0.01,100,4.17,rain,0,0,Becoming cloudy in the afternoon with early morning rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-03-23,9.2,6.7,8.2,6.182,100,12.5,rain,0,0,Cloudy skies throughout the day with rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-03-24,8.8,7.6,8.1,23.095,100,16.67,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-03-25,9.5,5.6,7.9,21.387,100,12.5,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-03-26,10,2.8,5.9,0.129,100,12.5,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-03-27,12.3,0.4,6.7,0.019,100,4.17,"rain,snow",0,0,Becoming cloudy in the afternoon with early morning snow or rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-03-28,13.2,5.1,8.7,0.029,100,8.33,rain,0,0,Cloudy skies throughout the day with rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-03-29,8.6,1.5,5.7,0.132,100,8.33,rain,0,0,Partly cloudy throughout the day with rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47632099999,47684099999",obs
2010-03-30,10.8,0.9,5.3,0.022,100,4.17,"rain,snow",0,0,Becoming cloudy in the afternoon with early morning snow or rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-03-31,12.2,2.6,7.8,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-01,15.1,8.4,11.9,0.03,100,8.33,rain,0,0,Cloudy skies throughout the day with rain in the morning and afternoon.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-02,13.2,7.7,11.3,16.767,100,8.33,rain,0,0,Cloudy skies throughout the day with rain clearing later.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-03,13.3,3.6,8.1,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-04,15.2,1.3,8.9,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-05,16.4,10.8,13.3,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-06,23.6,9.7,16.2,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47634599999,47653099999,47651099999,47761099999,47632099999,RJGG,47684099999",obs
2010-04-07,14.9,7,11,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,RJGG,47684099999",obs
2010-04-08,14.4,4.9,9.8,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-09,13.6,9.1,11.8,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-10,19.6,10.3,14.9,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-11,20.8,12.6,16.5,0.022,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-12,16.5,12.1,14.1,31.739,100,16.67,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-13,19.7,10.9,15,8.353,100,8.33,rain,0,0,Partly cloudy throughout the day with rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-14,11.4,7.4,9.3,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47632099999,47684099999",obs
2010-04-15,10.3,6,8.1,0,0,0,,0,0,Cloudy skies throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-16,8.9,7.1,8.2,14.229,100,12.5,rain,0,0,Cloudy skies throughout the day with rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-17,14.3,7.7,10.4,8.087,100,8.33,rain,0,0,Clearing in the afternoon with rain clearing later.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-18,18.3,5.5,12.5,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-19,18.1,9.6,14.1,0,0,0,,0,0,Cloudy skies throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-20,14.3,11.8,13.3,21.737,100,12.5,rain,0,0,Cloudy skies throughout the day with rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-21,20.6,12.2,16.2,0.644,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-22,13,10.5,12.2,74.063,100,16.67,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-23,14.2,9,11.9,0.041,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-24,15.9,7.2,11.1,0,0,0,,0,0,Clear conditions throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-25,16.7,4.1,10.7,0,0,0,,0,0,Clear conditions throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-26,18.2,6.3,13.1,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-27,14.4,12.4,13.1,26.551,100,12.5,rain,0,0,Cloudy skies throughout the day with rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-28,20.9,12.6,16.3,42.503,100,8.33,rain,0,0,Partly cloudy throughout the day with rain clearing later.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-29,19.1,11,14.8,1.677,100,4.17,rain,0,0,Clearing in the afternoon with morning rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-04-30,18.2,7,12.9,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47632099999,47684099999",obs
2010-05-01,18.6,7.8,13.3,0,0,0,,0,0,Clear conditions throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-02,21.1,8,15.1,0,0,0,,0,0,Clear conditions throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-03,21.6,10.1,16.5,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-04,24.9,13.3,19.5,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-05,24.2,15.1,20,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-06,23.5,17.1,20,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-07,19.4,14,17.7,24.914,100,16.67,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-08,25.2,11.4,19.1,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-09,24.5,13.7,19.1,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-10,18.3,13.1,15.8,4.568,100,8.33,rain,0,0,Cloudy skies throughout the day with rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-11,15.6,14.5,15.2,5.202,100,16.67,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-12,16.6,11.9,14.2,0.063,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-13,16.6,10.8,13.2,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47632099999,47684099999",obs
2010-05-14,17.8,10.9,13.7,0.022,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-15,19.6,8.1,14.4,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-16,20.8,13.8,17.2,0,0,0,,0,0,Clearing in the afternoon.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-17,23.8,13.3,18.8,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-18,23.6,15.1,19.3,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-19,19.4,17.9,18.6,13.416,100,16.67,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-20,24.8,17.8,20.7,14.405,100,12.5,rain,0,0,Cloudy skies throughout the day with rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-21,29.8,17.1,23.4,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-22,25.1,16.4,20.6,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-23,20.1,15.6,17.4,72.02,100,16.67,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-24,22,15.9,18.7,52.194,100,12.5,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-25,23.4,15.1,19.4,2.848,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-26,20.4,16.2,17.6,0.518,100,16.67,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-27,19.6,13,16.5,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-28,19.8,11.2,15.5,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-29,22.3,12.4,17.1,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-30,21.3,13.9,17.3,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-05-31,21.1,14.4,18.1,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-06-01,21.8,16.2,18.6,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-06-02,23.8,14.1,19.1,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-06-03,25.1,16.3,20.2,0,0,0,,0,0,Clearing in the afternoon.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-06-04,25.9,14.9,21,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-06-05,29,15.6,22.4,0,0,0,,0,0,Clear conditions throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-06-06,24.2,14.9,20.2,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-06-07,23.1,18.9,21.1,0,0,0,,0,0,Cloudy skies throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-06-08,22.2,18.6,20.1,0.831,100,8.33,rain,0,0,Partly cloudy throughout the day with rain in the morning and afternoon.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-06-09,24.7,17.4,20.8,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-06-10,27.6,16.4,22.4,0,0,0,,0,0,Clear conditions throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
2010-06-11,25.7,18.3,22.7,0,0,0,,0,0,Partly cloudy throughout the day.,"47649099999,47636099999,47653099999,47651099999,47761099999,47684099999",obs
