datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
2010-04-18,35.1,24,28.4,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-19,31.2,20.1,27.3,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-20,37,24,29.8,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-21,37,25.3,31.2,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-22,35,25.8,30.1,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-23,32.1,23,27.9,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-24,32,20.9,26.8,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-25,34.1,23.1,28.6,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-26,36,25.1,30.2,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-27,36.8,26.1,31.2,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-28,37,26,31.2,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-29,36.9,26.9,31.1,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-04-30,33.1,25.4,29.2,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-01,37,26.3,30.9,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-02,33.3,27.2,29.9,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-03,33.1,25.1,28.9,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-04,33.1,22.1,27.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-05,34.1,21.1,27.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-06,35.1,20.1,28.2,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-07,35.1,19.8,28,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-08,34.1,20,27.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-09,34.1,22,28.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-10,37.8,24,30.8,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-11,37,27,31.9,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-12,40.1,26,32.3,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-13,36,26,31.2,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-14,38,26,31.9,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-15,36,22.3,29.4,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-16,35.1,22.3,29.1,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-17,38.1,26,31.5,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-18,45.4,26.1,34.2,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-19,36.3,27,31.8,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-20,34.3,27.9,30.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-21,36.1,27,30.6,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-22,34.7,24.2,29.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-23,39.1,24.1,31.4,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-24,34.1,24.9,29.8,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-25,34,25,29.2,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-26,33.1,25.1,29.3,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-27,33.1,26.1,29.6,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-28,35.2,26.1,30.9,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-29,35.2,27,30.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-30,36.1,25.8,30.6,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-05-31,40.1,26.1,31.8,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-01,39.8,25.1,31.5,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-02,39.1,26.1,33.1,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-03,40.1,26.9,32.5,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-04,38.1,26.8,32.4,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-05,38.3,29.1,33.6,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-06,36.1,26.1,31.4,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-07,43,24.1,31.6,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-08,36.1,25,30.9,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-09,38,25.9,31.9,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-10,37,29.1,32.1,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-11,38,25.3,31.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-12,40.3,27.1,33.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-13,41,27.1,33.8,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-14,38.1,28,32.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-15,38,26.1,32,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-16,37.1,25.8,31.6,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-17,38.1,25.1,31.8,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-18,37.8,26.1,32.6,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-19,39.1,28.1,33.6,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-20,40.1,28.1,34.2,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-21,49.9,26.1,37.3,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-22,51,31.1,38,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-23,40,30.9,34.3,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-24,49,27.1,36.4,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-25,37.1,27,32.2,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-26,38.1,27.3,32.2,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-27,37,24.1,30.4,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-28,34.1,24.1,30.1,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-29,36,25.4,31.1,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-06-30,38,26.1,32.4,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-01,35.3,27.1,31.8,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-02,40.1,27.1,32.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-03,39.1,26.1,32.5,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-04,41.1,26.1,33.3,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-05,41.1,27.1,34,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-06,41,27,34.4,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-07,38.1,30,34.4,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-08,38.1,29.3,33.5,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-09,38.1,28.2,33,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-10,37,29,32.8,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-11,37.1,29,32.5,0,0,0,,0,0,Clearing in the afternoon.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-12,36.1,28.1,32.2,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,remote,OEJN",obs
2010-07-13,38.1,31,33.9,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-14,38.1,30,34.4,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-15,38,32,34.4,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-16,40,32,35.2,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-17,39,32.9,35.1,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-18,37.2,31.8,34.4,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-19,39.1,32,34.8,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-20,36.1,29,33.1,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-21,36,27.2,32,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-22,35.9,26.2,31.4,0,0,0,,0,0,Partly cloudy throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-23,38.8,27.1,33.4,0,0,0,,0,0,Clearing in the afternoon.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-24,40.2,28.1,34.7,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-25,39,28.2,34.1,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-26,40.1,28,34.5,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-27,39.2,28.7,34.4,0,0,0,,0,0,Clearing in the afternoon.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-28,38,29,33,0,0,0,,0,0,Clearing in the afternoon.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-29,43,28,34.2,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
2010-07-30,39.4,31,34.6,0,0,0,,0,0,Clear conditions throughout the day.,"OEMK,41024099999,41030099999,OEJN",obs
