name,datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-11,7.2,0.7,3.7,0,0,0,,0,0,Clearing in the afternoon.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-12,8,-0.9,4,0.217,100,4.17,"rain,snow",0,0,Partly cloudy throughout the day with morning rain or snow.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-13,13,5.6,8.4,0.277,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-14,12.5,7.3,9.8,0.444,100,12.5,rain,0,0,Partly cloudy throughout the day with rain clearing later.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-15,15.6,5.7,10.1,0.356,100,8.33,rain,0,0,Partly cloudy throughout the day with rain clearing later.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-16,13.8,3.4,8.6,2.307,100,8.33,rain,0,0,Partly cloudy throughout the day with rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-17,11.6,8.8,10.3,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-18,11.4,7.8,10.1,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-19,10.9,8.2,9.5,0.217,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-20,13.2,8.7,10.7,1.049,100,8.33,rain,0,0,Partly cloudy throughout the day with rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-21,13.9,4.3,8.8,0.217,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-22,14.7,3.3,8.5,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-23,11.7,3.5,8.1,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-24,13.8,7.4,10.4,0.555,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-25,10.2,6.4,8.4,0.361,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-26,12,2.5,6.8,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-27,11.2,0.7,5.8,0.217,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-28,9.3,0.3,4.6,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-29,10.8,1.6,6.2,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-30,12.4,5.2,8.6,0.217,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-01-31,8.8,1.7,6.2,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-01,10.8,0,5.7,0.194,100,8.33,rain,0,0,Partly cloudy throughout the day with rain clearing later.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-02,11,1.1,5.9,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-03,13.8,-0.6,6.9,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-04,9.8,2.4,7.3,3.684,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-05,15.3,8.4,11.6,0.361,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-06,16.1,7,11.1,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-07,14.9,2.7,9.5,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-08,10,6.2,8.2,6.213,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-09,9.1,6.4,7.8,27.393,100,33.33,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-10,11.9,0.5,6.1,1.715,100,8.33,rain,0.1,0,Partly cloudy throughout the day with rain or snow clearing later.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-11,5.3,-0.3,2.9,3.469,100,4.17,"rain,snow",0,0,Partly cloudy throughout the day with morning rain or snow.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-12,7.9,-2.6,2.8,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-13,6.2,-2,3.1,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-14,7.3,0.4,3.4,0.578,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-15,6.1,-0.7,3.3,3.735,100,8.33,rain,0,0,Partly cloudy throughout the day with rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-16,11,5.6,8.5,3.95,100,20.83,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-17,13.2,8.4,10.7,0.361,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-18,14.7,5.4,10.8,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-19,13,7.8,10.2,11.922,100,16.67,rain,0,0,Partly cloudy throughout the day with rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-20,13.2,3.2,8.3,28.091,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-21,11.3,1.4,6.3,0.723,100,4.17,rain,0,0,Becoming cloudy in the afternoon with afternoon rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-22,14.1,5.1,10.2,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-23,17.1,10.4,14,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-24,17.5,10.6,14.3,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-25,17.8,8.2,14.1,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-26,17,10,14.3,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-27,13.3,5.5,10.3,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-02-28,17.3,10.4,14.1,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-01,17.3,5.4,11.5,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-02,15.9,4.9,11.3,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-03,12.2,9,10.1,13.527,100,33.33,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-04,14.2,7.8,10.9,0.578,100,4.17,rain,0,0,Clearing in the afternoon with morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-05,13,7.3,9.7,0.139,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-06,12.7,5.4,8.3,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-07,9.3,0.7,6.1,2.168,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-08,5.7,0.2,2.6,27.928,100,33.33,"rain,snow",4.5,0,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-09,8.7,-0.5,4.3,4.187,100,4.17,"rain,snow",1.9,0,Partly cloudy throughout the day with morning rain or snow.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-10,6.2,-1.7,3.1,0.217,100,4.17,"rain,snow",0,0,Partly cloudy throughout the day with early morning snow or rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-11,8,-2.6,3.7,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-12,7.2,1.7,4.3,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-13,12.7,0.5,6.5,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-14,14.1,0.6,7.6,0,0,0,,0,0,Clear conditions throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-15,12.3,2.7,8.2,0,0,0,,0,0,Clearing in the afternoon.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-16,16.6,2.4,9.3,0,0,0,,0,0,Clear conditions throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-17,17.4,3.3,10,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-18,14.9,3.5,10,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-19,15.8,7.3,11.7,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-20,19.9,10,14,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-21,16.8,11.1,13.6,1.806,100,8.33,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-22,15.1,12.1,13.5,3.136,100,8.33,rain,0,0,Partly cloudy throughout the day with rain in the morning and afternoon.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-23,19.4,10,14,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-24,14.1,12,12.9,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-25,15.9,12.2,13.6,0.139,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-26,18.5,12.8,15.2,0.083,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-27,19.4,11.5,15.2,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-28,16.9,9.9,13.6,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-29,16.7,6.5,12.4,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-30,19.7,10.3,14.4,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-03-31,17.6,5.7,12.6,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-01,14.8,7.4,11.7,0.277,100,4.17,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-02,17.5,4.2,12,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-03,18.5,5.7,12.6,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-04,14.7,9,11.7,12.569,100,16.67,rain,0,0,Partly cloudy throughout the day with rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-05,14.9,5.3,10.7,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-06,16.8,7.3,11.7,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-07,14.1,11.2,12.8,0.861,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-08,14.2,8.3,11.6,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-09,18.8,9.4,14.4,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-10,20.8,6.5,14.3,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-11,22.2,8.1,15,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-12,14.5,9.2,11.6,6.287,100,16.67,rain,0,0,Partly cloudy throughout the day with rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-13,13.1,8,10.8,0.361,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-14,14.2,8.1,11.2,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-15,16.1,5.6,11.7,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-16,16.9,10.2,13.2,0.083,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-17,17.9,7.2,12.5,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-18,16.9,6.3,13,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-19,20.5,9.1,14.8,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-20,19.7,8.7,15,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-21,23,8.6,16.2,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-22,17.2,10.4,14.5,0.083,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-23,18.1,11.3,15.4,0.578,100,12.5,rain,0,0,Partly cloudy throughout the day with rain clearing later.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-24,21.7,9.7,16.6,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
"Circuit de Barcelona-Catalunya, 08403 Granollers (Barcelona), Espanya",2010-04-25,23.4,12.2,17.5,0,0,0,,0,0,Partly cloudy throughout the day.,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999",obs
