name,datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-11,1.1,-2.5,-1.3,0.492,100,12.5,"rain,snow",1.5,9.2,Cloudy skies throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-12,-0.9,-3.5,-1.9,0.194,100,8.33,"rain,snow",0.2,8,Cloudy skies throughout the day with rain or snow clearing later.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-13,-0.9,-5.4,-3.2,0,0,0,,0,7.4,Cloudy skies throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-14,-0.9,-5.5,-3.2,0,0,0,,0,7.4,Cloudy skies throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-15,-0.9,-4.4,-2.4,0.085,100,4.17,snow,0,7.3,Cloudy skies throughout the day with afternoon snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-16,-0.9,-5.9,-2.9,0,0,0,,0,7,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-17,-1.6,-6.9,-4.5,0.93,100,12.5,"rain,snow",1.2,7.4,Partly cloudy throughout the day with rain or snow in the morning and afternoon.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-18,0,-9,-3.9,0.315,100,8.33,"rain,snow",0.7,8.7,Partly cloudy throughout the day with rain or snow in the morning and afternoon.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-19,1,-6,-3.1,0,0,0,,0,8.3,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-20,0.1,-9,-4.3,0,0,0,,0,8.1,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-21,-0.9,-12,-6.1,0.971,100,16.67,snow,3.2,8.7,Partly cloudy throughout the day with snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-22,-2,-10,-5,0,0,0,snow,1.9,12.1,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-23,-3.9,-7,-5.3,0,0,0,,0,11.5,Cloudy skies throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-24,-3.9,-7.7,-5.4,0,0,0,,0,11.3,Cloudy skies throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-25,-3,-7.3,-5.6,0,0,0,,0,10.9,Cloudy skies throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-26,-4,-9.1,-6.4,0.701,100,12.5,snow,0.6,11,Cloudy skies throughout the day with snow in the morning and afternoon.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-27,-5.2,-14,-10.4,0.041,100,4.17,snow,0.4,11.8,Clearing in the afternoon with morning snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-28,-3.4,-12.9,-8,0.069,100,4.17,snow,0.7,11.8,Cloudy skies throughout the day with afternoon snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-29,-1,-10,-5.3,0,0,0,,0,11.8,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-30,0,-7.1,-3.2,0.054,100,4.17,"rain,snow",0.8,12,Partly cloudy throughout the day with late afternoon rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-01-31,-1,-9.9,-4.5,0,0,0,"rain,snow",0.5,12.5,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-01,0,-17,-9.1,0,0,0,,0,11.4,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-02,1,-14,-7.2,0.178,100,8.33,"rain,snow",0.1,11.3,Partly cloudy throughout the day with rain or snow in the morning and afternoon.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-03,3,-9.9,-2.7,1.851,100,12.5,"rain,snow",1.7,11.3,Partly cloudy throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-04,2,-6,-2,0.463,100,8.33,"rain,snow",0.2,11.1,Partly cloudy throughout the day with rain or snow clearing later.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-05,4,-6.5,-1.8,0.136,100,8.33,"rain,snow",0,8.4,Partly cloudy throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-06,2.1,-0.9,0.6,8.642,100,33.33,"rain,snow",2.6,7.5,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-07,2,-5.3,-1.4,0.15,100,4.17,"rain,snow",1,9.4,Partly cloudy throughout the day with early morning snow or rain.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-08,0,-13,-5.9,0,0,0,snow,4,12,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-09,-3.9,-7.1,-5.5,0,0,0,,0,13.5,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-10,0.1,-10,-5.4,4.626,100,20.83,"rain,snow",12.2,17.6,Cloudy skies throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-11,-0.9,-6,-3.8,3.011,100,29.17,"rain,snow",10.3,31.5,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-12,0.1,-8,-3.6,0.299,100,4.17,"rain,snow",0.1,31,Cloudy skies throughout the day with early morning snow or rain.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-13,0.1,-13,-5.6,0,0,0,,0,27.8,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-14,-1.6,-11,-5.9,0,0,0,,0,26,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-15,-0.9,-10,-3.7,0,0,0,,0,25.6,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-16,1,-16,-6.5,0,0,0,,0,24.2,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-17,4.7,-11,-3.4,0,0,0,,0,23.3,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-18,6.1,-6,0.1,0,0,0,,0,16.6,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-19,5,-2,1,1.468,100,16.67,rain,0.3,16.5,Cloudy skies throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,remote,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-20,3.1,-1.1,1.4,0.459,100,12.5,"rain,snow",8.1,13,Cloudy skies throughout the day with rain or snow clearing later.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-21,6,-6,-0.5,0,0,0,,0,13.7,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-22,9,-5.6,0.6,0,0,0,,0,13,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-23,9,-4.4,2,0,0,0,,0,12.1,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-24,6.5,-1,2,0,0,0,,0,7.8,Partly cloudy throughout the day.,"11225099999,LOXZ,11220099999,11292099999,11165099999,11214099999,11362099999,11375099999,11280099999,11229099999,11157099999,11240099999,11365099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-25,7.8,-5,1.4,0.274,100,4.17,"rain,snow",0,4.1,Partly cloudy throughout the day with morning rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11175099999,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-26,6,0.1,2.5,4.516,100,12.5,rain,5.3,4.9,Partly cloudy throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-27,10,-1,3.7,0,0,0,,0,3.3,Becoming cloudy in the afternoon.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-02-28,12,-0.4,5.9,0,0,0,,0,34.7,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-01,13,0,6,0.155,100,8.33,"rain,snow",0,53.2,Partly cloudy throughout the day with rain or snow clearing later.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-02,9.1,-2,3.9,0.437,100,8.33,"rain,snow",0,53,Partly cloudy throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-03,8,-1.4,2.5,0.346,100,8.33,"rain,snow",0,51,Partly cloudy throughout the day with rain or snow clearing later.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-04,4,-0.5,1.6,0.356,100,12.5,"rain,snow",1,49.8,Cloudy skies throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-05,1.1,-4.1,-1.8,0,0,0,"rain,snow",0.1,50.3,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-06,2,-8.9,-3.2,0.3,100,8.33,"rain,snow",0.5,18.6,Partly cloudy throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-07,0,-7.9,-3.6,0,0,0,"rain,snow",0.3,0.5,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-08,-2,-11,-5.4,0,0,0,,0,39.4,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-09,-1,-8,-4.1,0,0,0,"rain,snow",0.5,61.2,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-10,-0.9,-5.2,-3.5,2.882,100,20.83,"rain,snow",6.6,25.8,Cloudy skies throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-11,1,-6,-1.6,1.339,100,8.33,"rain,snow",3.4,8.7,Cloudy skies throughout the day with early morning snow or rain.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-12,5,-5.6,-0.9,0,0,0,,0,5.7,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-13,5,-5.2,0.6,0,0,0,,0,2.5,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-14,7,-3.5,2.3,0,0,0,,0,40.4,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-15,6,-2.9,1.3,0.539,100,16.67,"rain,snow",0.6,65.7,Partly cloudy throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-16,9,-3.6,2.8,0.548,100,8.33,"rain,snow",0.2,67.7,Partly cloudy throughout the day with rain or snow in the morning and afternoon.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-17,13,-2.2,4.3,0.411,100,4.17,snow,0,68.5,Partly cloudy throughout the day with morning snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-18,14,-5,3.3,0,0,0,,0,60.2,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-19,18,-2,6.5,0,0,0,,0,60.2,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-20,16,-2,7.5,0,0,0,,0,57,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-21,18,2,10.3,0,0,0,,0,51.7,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-22,10.1,4,7.3,1.961,100,16.67,rain,0,44.5,Partly cloudy throughout the day with rain in the morning and afternoon.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-23,15.2,4,8,0,0,0,,0,35.9,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-24,16,-2,8.3,0,0,0,,0,31.3,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-25,16,5.3,11.2,0,0,0,,0,23.4,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-26,18.1,2.1,9.8,0,0,0,,0,15.9,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-27,13,3,7.7,5.349,100,20.83,rain,0,11.9,Partly cloudy throughout the day with a chance of rain throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-28,13,-1,6.4,0.562,100,4.17,"rain,snow",0.1,10.4,Partly cloudy throughout the day with morning rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-29,15,3,9.3,0,0,0,,0,4.4,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-30,15,3,9.6,0,0,0,,0,0,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-03-31,12.1,3.2,7.2,3.7,100,20.83,rain,0,0,Partly cloudy throughout the day with rain.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-01,12,-1,5.8,2.661,100,8.33,"rain,snow",0,1.7,Partly cloudy throughout the day with late afternoon rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-02,6,-0.1,3.4,3.86,100,12.5,"rain,snow",0.8,6,Partly cloudy throughout the day with rain or snow clearing later.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-03,13,-3,5.1,0,0,0,,0,0.6,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-04,15,1.7,8.8,0,0,0,,0,0,Cloudy skies throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-05,11.1,4.7,7.6,0.829,100,12.5,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-06,12,0.9,6.6,0,0,0,,0,0,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-07,17,-3,6.2,0,0,0,,0,0,Clear conditions throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-08,18,-2,7.9,0,0,0,,0,0,Clear conditions throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-09,17,-1,9.6,0,0,0,,0,0,Becoming cloudy in the afternoon.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-10,13.1,3.7,8.4,0.704,100,12.5,rain,0.2,0,Partly cloudy throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-11,9,-0.3,3.8,1.11,100,20.83,"rain,snow",0,0,Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-12,6,0,3.7,2.028,100,20.83,"rain,snow",0.6,0,Partly cloudy throughout the day with rain or snow.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-13,10,2.4,6,2.52,100,12.5,rain,0,0,Cloudy skies throughout the day with rain.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-14,10,3.9,6.4,4.785,100,29.17,rain,0.1,0,Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-15,13,0,7,0,0,0,rain,0,0,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-16,14,-1,7.6,0,0,0,,0,0,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
"Red Bull Ring, 8724 Spielberg, Österreich",2010-04-17,16,2,9.1,0,0,0,,0,0,Partly cloudy throughout the day.,"11225099999,11280099999,11229099999,11157099999,11240099999,LOXZ,11292099999,11165099999,11241099999",obs
